Peak name,Continent,Country,Difficulty,Elevation (feet),Elevation (meters),Latitude,Longitude,Nearest major airport,Year first climbed
Two Buttes Mountain,north america,united states,walk up,4705,1434,37.5555,-102.401,lamar airport,
Txindoki,europe,spain,walk up,4400,1346,43.026235,-2.072639,san sebastian or bilbao,
"Tyndall, Mount",north america,united states,walk up,14018,4273,36.65,-118.333,los angeles,1864
"Tyrwhitt, Mount",north america,canada,scramble,9429,2874,50.582,-115.015,calgary,1914
Téyotl,north america,mexico,scramble,15289,4660,19.198594,-98.64006,mexico city international airport (aicm),
Tête Nord des Fours,europe,france,walk up,9042,2756,45.734903,6.724877,geneva,
Tête du Portail,europe,switzerland,walk up,7661,2335,46.158957,7.088519,geneva,
Tödi,europe,switzerland,basic snow/ice climb,11857,3614,46.8,8.9,zurich,1824
Tüllinger Berg,europe,germany,walk up,1509,460,47.604658,7.639489,basel/mulhouse,
Ubava,europe,macedonia,walk up,7726,2355,41.4543,21.2132,skopje,
Ucea Mare,europe,romania,scramble,7985,2434,,,sibiu,
Uchityel,asia,kyrgyzstan,walk up,15000,4572,,,bishkek,
Ucisoara,europe,romania,scramble,7933,2418,,,sibiu,
Udine (Punta),europe,italy,scramble,9915,3022,44.69584,7.073245,torino,1899
"Ugo, Mt",asia,philippines,walk up,7054,2150,16.318,120.801,nan,
Uja di Ciamarella,europe,italy,basic snow/ice climb,12060,3676,45.5,7.1667,"caselle airport, nearby turin",1800
Uludag,asia,turkey,technical climb,8343,2543,,,nan,
Ulugh Muztagh,asia,china,major mountain expedition,22923,6987,36.4125,87.384167,urumqi,1985
Uluru,australia/oceania,australia,walk up,2848,868,-25.2333,130.983,alice springs,
"Un 13,828",north america,united states,walk up,13828,4215,37.600578,-105.447806,alamosa,
Uncompahgre Peak,north america,united states,walk up,14309,4361,38.0717,-107.461,gunnison,1874
Unden,europe,bulgaria,walk up,5469,1667,41.425,23.5749,sofia,
Unicorn Peak,north america,united states,technical climb,6971,2125,46.745213,-121.700964,seattle-tacoma,
Union Peak,north america,united states,scramble,7714,2351,42.831101,-122.22333,portland,1933
University Peak,north america,united states,scramble,13632,4155,36.7481,-118.361,reno,1896
Unter Aschhorn,europe,switzerland,technical climb,11870,3618,46.058313,7.714806,geneva,
Unter Gabelhorn,europe,switzerland,scramble,11129,3392,46.026306,7.697472,geneva,
Unterberghorn,europe,austria,walk up,5815,1772,47.620281,12.435837,munich,
Untersberg,europe,germany,walk up,6314,1973,47.690352,12.974854,salzburg,1780
"Unwin, Mount",north america,canada,technical climb,10722,3268,52.6097,-117.5278,calgary or edmonton,1908
Upper Wolf Jaw,north america,united states,scramble,4180,1274,44.150593,-73.759941,nan,
Uranostind,europe,norway,walk up,7077,2157,61.5,7.5,fagernes,1876
Urbion,europe,spain,walk up,7388,2252,42.008999,-2.746925,bilbao (bio),1760
Urbión,europe,spain,nan,7310,2228,42.0167,-3.2,madrid,
Urus,south america,peru,basic snow/ice climb,17880,5450,,,lima,
Usambara Mountain,africa,tanzania,walk up,5000,1524,45.005,65.53,kilimanjaro international airport,2009
Ushba,europe,georgia,basic snow/ice climb,15453,4710,43.1333,42.6667,"moscow, russia,  kiev, ukraine,  tbilisi, georgia",1903
Uyluk Peak,asia,turkey,scramble,9921,3024,37,37,antalya,
VIA-tau,europe,russia,walk up,12533,3820,,,minvody,
Vaalserberg,europe,netherlands,nan,1056,322,50.754722,6.020833,"schiphol,amsterdam",
Vaganski vrh,europe,croatia,walk up,5764,1757,,,zadar,
Vaiuga,europe,romania,walk up,7595,2315,,,sibiu,
"Vajolet, Torri del",europe,italy,technical climb,855,2805,46.470854,11.625717,verona,1887
Valhalla,north america,united states,basic snow/ice climb,12135,3699,61.460099,-147.079468,anchorage,1957
Vallecitos,south america,argentina,basic snow/ice climb,18930,5770,,,plumerillo,
Valluga,europe,austria,scramble,9222,2811,47.1575,10.213056,innsbruck,
Vallunaraju,south america,peru,basic snow/ice climb,18654,5686,-9.51667,-77.5333,lima,
Vanatoarea Lui Buteanu,europe,romania,walk up,8225,2507,,,bucharest otopeni,
"Vancouver, Mount",north america,canada,technical climb,15777,4809,60.333333,-139.683333,juneau,
Vardoussia,europe,greece,scramble,8186,2495,38.680944,22.143959,athens,
Vasiliki Tower,north america,united states,scramble,7920,2414,48.555495,-120.593105,seattle-tacoma,1952
Vega Tower,north america,united states,technical climb,5480,1670,48.006696,-121.490174,seattle-tacoma,1962
Vejen,europe,bulgaria,major mountain expedition,7211,2198,,,sofia airport,2001
Velicky stit,europe,slovakia,nan,7605,2318,49.173922,20.135308,poprad,1905
Velika Djulica,europe,serbia and montenegro,walk up,4895,1492,43.2331,21.2657,nish,
Velika Klekova?a,europe,bosnia and herzegovina,walk up,6444,1964,44.432087,16.507623,banja luka,
Veliki Streser,europe,serbia and montenegro,walk up,6152,1875,42.37,22.16,niš,
Veliki Vitorog,europe,bosnia and herzegovina,walk up,6257,1907,44.1194,17.0442,banja luka,
Veliki Šturac - Cviji?ev vrh,europe,serbia and montenegro,walk up,3714,1132,44.105831,20.640564,nan,
Vellacher Egel,europe,austria,scramble,6916,2108,46.65,13.4333,klagenfurt,
Velouchi,europe,greece,walk up,7595,2315,,,athens,
Vercenik,asia,turkey,nan,12238,3730,39,38,trabzon,
Verdugo Peak,north america,united states,walk up,3126,953,,,burbank,
Vesper Peak,north america,united states,scramble,6214,1894,48.012951,-121.517801,seatac airport,1929
Vestal Peak,north america,united states,scramble,13864,4226,37.6894,-107.602,denver,1908
Vesuvius,europe,italy,walk up,4202,1281,40.8167,14.4333,"naples, italy",
Vetta d'Italia/Klockerkarkopf,europe,italy,scramble,9554,2912,47.091066,12.180705,venice,1895
Vicos,south america,peru,basic snow/ice climb,17438,5315,-9.29177,-77.485844,lima,1952
Victoria Peak,north america,belize,walk up,3688,1124,16.812,-88.62,belize city,1888
"Victoria, Mount",north america,canada,technical climb,11365,3464,51.376924,-116.307106,calgary,1897
Vidova Gora,europe,croatia,walk up,2552,778,43.283983,16.627106,"brac, croatia",
Vignemale,europe,france,basic snow/ice climb,10821,3298,42.774109,-0.150805,"lourdes or toulouse, france, zaragoza or barcelona, spain",1837
Vihren,europe,bulgaria,walk up,9564,2915,41.8,23.3667,sofija,
Vimy Peak,north america,canada,walk up,7805,2379,49.03874,-113.858013,calgary,
Vinatoare lui Buteanu,europe,romania,nan,8225,2507,,,sibiu,
Vincent Piramide,europe,italy,basic snow/ice climb,13829,4215,45.908585,7.860374,"milan, italy",1819
Vinegar Hill,north america,united states,walk up,8131,2478,44.71373,-118.56104,"boise, idaho",
Vinson Massif,antarctica,antarctica,major mountain expedition,16066,4897,-78.5833,-85.4167,nan,1966
Vioz,europe,italy,walk up,11959,3645,,,verona,
Vistea Mare,europe,romania,walk up,8291,2527,45.602778,24.736111,sibiu,
Vladeasa,europe,romania,walk up,6024,1836,46.7592,22.7939,cluj-napoca,
Vlajna,europe,serbia and montenegro,walk up,4731,1442,42.79241,21.945775,konstantin the great,1929
Volcan Antigua,north america,antigua and barbuda,scramble,11174,3406,-44.8833, ,antill airservice,1840
Volcan Baru,north america,panama,walk up,11398,3474,8.8,-82.53,panama city,
Volcan Barva,north america,costa rica,walk up,9534,2906,10.131577,-84.101316,san jose,
Volcan Bertrand,south america,argentina,scramble,17142,5225,-26.834104,-68.163171,nan,
Volcan Cosigüina,north america,nicaragua,scramble,2861,872,12.98,-87.57,nan,
Volcan Irazu,north america,costa rica,walk up,11260,3432,9.976497,-83.854381,"juan santa-maria international, san-josé",
Volcan Izalco,north america,el salvador,scramble,6463,1970,13.81341,-89.6326,nan,
Volcan Lanin,south america,argentina,basic snow/ice climb,12388,3776,-39.6639,-71.5047,san martin de los andes (chapelco),1897
Volcan Maderas,north america,nicaragua,walk up,4573,1394,11.45042,-85.5011,nan,
Volcan Maunga Tere Vaca,south america,chile,walk up,1677,511,-27.080541,-109.373054,"mataveri, isla de pascua",
Volcan Mombacho,north america,nicaragua,walk up,4413,1345,,,augusto c. sandino in managua,
Volcan Mountain,north america,united states,walk up,5000,1524,33.164486,-116.620019,nan,
Volcan Ranu Raraku,south america,chile,walk up,820,250,-27.121648,-109.285936,"mataveri, isla de pascua",
Volcan San Jose,south america,chile,technical climb,19213,5856,,,nan,
Volcan Siete Orejas,north america,guatemala,walk up,11056,3370,14.8,-91.58333,nan,
Volcan Tecuamburro,north america,guatemala,walk up,6398,1950,14.2,-90.4333,"guatemala, city",
Volcan Ubinas,south america,peru,basic snow/ice climb,18609,5672,-16.348576,-70.902283,nan,
Volcan Villarrica,south america,chile,walk up,9317,2840,,,pucón,
Volcan Villarricca,south america,chile,basic snow/ice climb,8,2,,,nan,
Volcan Zacate Grande,north america,honduras,scramble,2100,640,13.33851,-87.627,nan,
Volcan de Agua,north america,guatemala,walk up,12336,3760,14.465,-90.743056,guatemala city,
Volcan de San Antonio,europe,spain,walk up,2156,657,28.482724,-17.85141,santa cruz de la palma,
Volcan de Teneguia,europe,spain,scramble,1440,439,28.472011,-17.851882,santa cruz de la palma,
Volcán San Pedro,north america,guatemala,walk up,9902,3018,14.6603,-91.2662,"guatemala city, guatemala",
Voralpe,europe,austria,walk up,5807,1770,47.75,14.75,linz,
Vorderi Spillgerte,europe,switzerland,walk up,7392,2253,46.5333,7.43333,bern,
Vranica,europe,bosnia and herzegovina,major mountain expedition,6923,2110,43.956667,17.716389,sarajevo,1902
Vychodna Vysoka,europe,slovakia,walk up,7966,2428,,,poprad,
"Waas, Mount",north america,united states,walk up,12331,3758,38.539134,-109.227718,salt lake city,
Wachusett Mtn.,north america,united states,walk up,2006,611,42.489,-71.887,nan,
"Waddington, Mount",north america,canada,basic snow/ice climb,13177,4016,51.3667,-125.233,"vancouver, british columbia",1936
Wahpenayo Peak,north america,united states,basic snow/ice climb,6231,1899,46.746919,-121.766839,nan,
Walcherhorn,europe,switzerland,walk up,12113,3693,46.555496,8.054695,"bern, switzerland",
Walker Mountain,north america,united states,nan,7080,2158,43.305128,-121.71669,eugene airport,
Wallaby Peak,north america,united states,scramble,7995,2437,48.506773,-120.615238,seattle-tacoma,1942
Wallface Mountain,north america,united states,technical climb,3727,1136,44.1378,-74.0369,albany,
Walsh's Peak,australia/oceania,australia,scramble,3025,922,-17.1293,145.8,cairns international,
"Walter, Mount",australia/oceania,new zealand,basic snow/ice climb,9514,2900,,,christchurch / mount cook airport,1909
Wanda Peak,south america,argentina,scramble,17716,5400,,,"san juan, mendoza",
Wangore,australia/oceania,papua new guinea,scramble,3789,1155,,,hoskins,1997
"Wanungara, Mt",australia/oceania,australia,walk up,3901,1189,-28.251847,153.175592,brisbane,
Warbonnet Peak,north america,united states,technical climb,10250,3124,44.0833,-115.05,boise,1958
Warner Peak,north america,united states,walk up,8017,2444,42.4596,-119.74162,"medford, or",
"Warning, Mt",australia/oceania,australia,scramble,3802,1159,-28.4,153.26,brisbane/gold coast (closer),
Warren,north america,united states,walk up,13307,4056,39.6,-105.633,denver,
Warrior Peak,north america,united states,scramble,7300,2225,47.784067,-123.133521,seattle-tacoma,1945
"Warspite, Mount",north america,canada,scramble,9350,2850,50.6808,-115.216,calgary international airport,
Wasenhorn (Terrarossa),europe,switzerland,scramble,10650,3246,46.2663,8.0857,bern,
Wasenwand,europe,austria,walk up,8409,2563,47.08333,11.35,innsbruck,
"Washburn, Mount",north america,united states,walk up,10243,3122,44.7978,-110.434,"jackson hole, wy",
Washiba Dake,asia,japan,walk up,9593,2924,36.4116,137.591,"narita international, kansai international",
"Washington, Mount",north america,united states,walk up,4420,1347,47.426195,-121.700345,seattle-tacoma,
Wassen Peak,north america,united states,walk up,4687,1429,,,phoenix,
"Watson, Mount",north america,united states,scramble,11521,3511,40.6972,-110.978,salt lake city,
Watzespitze,europe,austria,technical climb,11588,3532,47.2,10.7833,innsbruck,
Watzmann,europe,germany,scramble,8901,2713,47.55,12.9167,"munich, salzburg",1799
"Waumbek, Mount",north america,united states,walk up,4006,1221,44.4328,-71.4175,manchester,
Weaver's Needle,north america,united states,technical climb,4553,1388,33.4331,-111.37,"phoenix, az",1850
"Wedge, The",north america,canada,scramble,8700,2652,50.850391,-115.135174,calgary,
"Weed, Mount",north america,canada,scramble,10105,3080,51.791736,-116.527605,calgary,1936
Weisshorn,europe,switzerland,technical climb,14780,4504,46.101348,7.716327,"geneva, switzerland",1861
Weisskugel,europe,austria,basic snow/ice climb,12267,3739,46.797778,10.726389,innsbruck,1850
Weissmies,europe,switzerland,basic snow/ice climb,13199,4023,46.127778,8.011944,zurich or geneva,1855
Weissseespitze,europe,austria,scramble,11542,3518,46.846667,10.717222,"milano, innsbruck",
Weissspitze,europe,austria,scramble,10827,3300,47.0667,12.4,"innsbruck, tirol",
"Weitschartenkopf, Großer",europe,germany,walk up,6491,1978,47.631793,12.78697,salzburg,
Wellenkuppe,europe,switzerland,technical climb,12805,3903,46.041944,7.677778,geneva,
"Wellington, Mount",australia/oceania,australia,walk up,4170,1271,-42.6167,147.3,hobart,
Wenatchee Mountain,north america,united states,walk up,6742,2055,47.274075,-120.406208,seattle,
Wendelstein,europe,germany,walk up,6030,1838,47.7,12,munich,
West Mill Tor,europe,united kingdom,nan,1775,541,50.698578,-4.00074,exeter,
West Mountain Pinnicle,north america,united states,walk up,2189,667,,,airport,2000
West Peak,north america,united states,technical climb,7365,2245,47.723171,-123.3492,seattle-tacoma,1930
West Spanish Peak,north america,united states,walk up,13625,4153,37.3667,-104.983,pueblo/colorado springs,1600
West Temple,north america,united states,technical climb,7810,2380,37.210524,-113.020515,las vegas or salt lake city,1933
Weston Peak,north america,united states,walk up,13572,4137,39.1367,-106.163,denver,
Wetterhorn,europe,switzerland,scramble,12142,3692,46.6333,8.11667,"bern, switzerland",1844
Wetterhorn Peak,north america,united states,scramble,14015,4272,38.0606,-107.51,gunnison or durango,1906
"Wetterspitze, Aeussere",europe,austria,scramble,10072,3070,,,innsbruck,1881
Whatcom Peak,north america,united states,basic snow/ice climb,7574,2309,48.8575,-121.37448,seattle-tacoma,1936
Wheeler Peak,north america,united states,scramble,9115,2778,38.5167,-119.967,reno,
Whernside,europe,united kingdom,walk up,2411,735,54.227778,-2.403333,leeds/bradford,
Whillickers,north america,united states,walk up,4508,1374,,,seattle,
Whim Peak,north america,united states,scramble,4800,1463,,,seattle,
Whistler Mountain,north america,united states,scramble,7790,2374,48.515414,-120.707605,seattle-tacoma,
White Baldy,north america,united states,walk up,11321,3451,40.5331,-111.681,salt lake city,
White Butte,north america,united states,walk up,3506,1069,46.386965,-103.302694,nan,
White Cap Mountain,north america,united states,walk up,3644,1111,45.55,-69.23,"bangor, me",
White Chuck,north america,united states,technical climb,6989,2130,48.208545,-121.417036,seattle-tacoma,1897
White Mountain Peak,north america,united states,walk up,14246,4342,37.6344,-118.255,"reno, nevada",
White Prairie,north america,united states,walk up,5040,1536,48.247415,-121.438672,seattle,
White Princess,north america,united states,basic snow/ice climb,9850,3002,63.42,-145.4205,fairbanks,
White Pyramid,north america,canada,basic snow/ice climb,10745,3275,51.835778,-116.695232,calgary,1939
Whiteface Mountain,north america,united states,walk up,4810,1466,44.3658,-73.9026,albany,
"Whiteface, Mt",north america,united states,walk up,4020,1225,43.9339,-71.4064,manchester nh,
Whitehorse Mountain,north america,united states,basic snow/ice climb,6840,2085,48.211033,-121.677747,seattle-tacoma,1909
Whiteside Mountain,north america,united states,walk up,4930,1503,35.0809,-83.1382,asheville,
Whitetail Peak,north america,united states,scramble,12548,3825,45.088913,-109.587549,"billings, mt",
"Whitney, Mount",north america,united states,walk up,14494,4418,36.578523,-118.292327,"reno, nevada, los angeles, california",1873
"Whymper, Mount",north america,canada,scramble,9331,2844,51.224142,-116.098537,"calgary, alberta",1901
"Whyte, Mount",north america,canada,scramble,9787,2983,51.408308,-116.271572,calgary international,1901
Wila Llojeta,south america,bolivia,basic snow/ice climb,17208,5245,-16.067064,-68.292347,la paz,
Wila Llojo,south america,bolivia,walk up,16424,5006,-16.317309,-68.064724,el alto (bolivia),
Wila Manquilisani,south america,bolivia,basic snow/ice climb,17467,5324,-16.312366,-68.079058,el alto,
"Wilbur, Mount",north america,united states,technical climb,9321,2841,48.805676,-113.739395,"kalispell, montana",1923
"Wilcox, Mount",north america,canada,scramble,9462,2884,52.243884,-117.241459,edmonton,
